Northings,Eastings,Managed,Selective_cut,Shoots_dug,Clear_cut,Mix_bamboo,Mix_trees,Expansion,Other_bamboo,Forest,Conifer,Broadleaf,MixedForest,VegType,mean_temp,annual_rainfall,elevation,Tree_DBH,Culmheight_m,Basal_areaM2ha,ABG_biomassTha,CulmTha,LitterfallThayr,Dead_materialTha,ABG_C_stock,Cluster,SOC_Tha,SOC_10cm_px,pH,Soil_water_vv,N_px,BG_biomassTha,BGbiomassTCha,NPPtotal_Tha_yr,NPP_ABG_Tha_yr,NPP_BG_Tha_yr
34.95,135.3166667,1,1,1,1,1,1,2,1,1,1,1,1,1,17.5,1340,220,6.827,13.445,60.392,110.3201516,104.0680443,4.4025,92.5465,57.56079967,1,110.585,3.7,5.153,9.0669,0.341,64.42622231,26.26832813,16.2775,8.6495,7.123
34.8,135.7666667,1,1,1,1,1,1,2,1,1,1,1,1,1,17.5,1340,75,6.064,12.96,49.237,100.3022511,86.70735745,4.557,61.853,48.61908433,1,91.175,5.8615,5.133,24.6904,0.2925,55.34244085,32.11898888,12.55,7.9565,7.6555
34.83333333,135.4333333,1,1,1,1,1,1,2,1,1,1,1,1,1,17.5,1340,185,5.6045,14.4051895,60.3745,145.3789181,102.8989665,3.8885,122.479,63.75314533,1,82.555,4.872,5.41,16.8652,0.2775,45.29468548,28.68932944,12.6235,8.7415,7.24
34.98333333,135.6,1,1,1,1,1,1,2,1,1,1,1,1,1,15,1600,157,6.28,15.0751895,65.883,127.2355892,114.7702354,6.3865,58.191,59.97152633,1,82.88,3.903,5.196,13.8141,0.2955,56.21356155,32.98752131,14.494,8.752,7.282
34.8,135.8166667,1,1,1,1,1,2,2,1,1,1,1,1,1,15.8,1581,220,5.586,12.85,26.743,39.4,63.95619006,5.5455,28.9195,29.80100567,1,80.655,4.111,5.372,13.6477,0.398,45.18681129,23.13646941,15.0815,6.028,7.036
34.8,135.8166667,1,1,1,1,1,2,2,1,1,1,1,1,1,15.8,1581,220,6.6505,12.8901895,30.833,38.6,64.0755,5.0785,49.1205,35.59055567,1,87.26,3.8145,5.272,12.2611,0.3385,52.16781129,21.10575756,15.006,6.0735,7.61
35.73333333,140.15,1,1,1,1,1,1,1,1,1,1,1,1,1,15.3,1524,84,6.8265,14.9151895,51.754,96.639289,88.229,6.1665,102.8275,50.11206067,1,119.675,5.0085,5.71,9.8355,0.399,60.57231129,36.92409628,11.695,7.825,7.333
35.73333333,140.15,1,1,1,1,1,1,1,1,1,1,1,1,1,15.3,1524,84,6.7015,14.80379,76.461,275.7,169.1064471,5.8365,244.072,130.9749558,1,142.68,5.1245,5.14,18.3805,0.3625,65.24335187,33.95076663,12.2405,8.7565,6.957
35.73333333,140.15,1,1,1,1,1,1,1,1,1,1,1,1,1,15.3,1524,84,6.091,13.17693,89.175,214.7656,171.6352797,5.5175,373.42,102.0137,1,181.3,7.81,6.15,7.312,0.3215,149.4,74.7,11.2685,8.8795,7.352
34.5,135.7166667,1,1,1,1,1,1,1,1,1,1,1,1,1,15.3,1581,152,6.0675,14.7138465,62.362,117.6588001,91.10983369,5.96,100.8255,57.112663,1,91.155,4.3755,5.3755,17.176,0.2995,51.38809274,33.87331503,13.941,8.1985,6.9925
35.68333333,136.4666667,1,1,1,1,1,1,2,1,1,1,1,1,1,11.6,2570.5,330,5.2615,10.675,22.75,23.31,44.865,7.4475,33.04,39.70363,3,60.225,3.9165,5.2385,9.61,0.3815,44.926,27.44343038,14.3565,5.808,7.224
34.55,134.95,2,2,1,1,2,1,1,1,1,1,1,1,1,15.9,1167,250,6.0825,11,23.0025,58.103289,44.019,5.259,28.776,29.15,1,86.61,5.0215,5.3345,11.2344,0.3585,35.13959274,16.5,9.5,5.54,3.96
33.61666667,130.5166667,1,1,1,1,1,2,2,1,1,1,1,1,1,16,1906,246,5.723,15,13.1,80.95008915,72.56473434,5.668,56.3705,41.412506,1,74.535,5.026,5.3645,7.7128,0.3375,55.24575214,27.85996941,13.028,6.801,7.0745
35.7148584,140.3309025,2,2,1,1,1,2,1,1,1,1,1,1,1,15.3,1524,35,6.1435,16.134415,71.1175,115.7,90.3475,6.4145,138.069,57.8,1,148.1,13.99,6.7,38.5,0.83,64.46443386,34.06393944,12.1665,8.5735,5.204
34.9,135.7666667,1,1,1,1,1,1,1,1,2,1,2,1,2,15.3,1459,270,7.29,18.905,52.9,313.365,122.0937733,1.882,7.515,68.645,1,84.825,5.6695,5.414,29.89,0.338,8.897284797,15.395,8.237934019,6.181343592,1.723528202
35.48333333,133.0833333,1,1,1,1,1,1,1,1,2,2,1,1,3,14.9,1825,30,15.6,12.4,34.705,203.075,141,3.175,9.48,72.415,1,70.835,5.7635,5.5,30.16,0.336,28.33351178,14.28,9.189347513,7.142789306,2.026130387
33.2,130.6,1,1,1,1,1,1,2,1,2,1,2,1,2,15,2108,43.9,23.4535,22.245,55.21,256.41,130.0556986,3.392,1.26,60.995,3,69.89,5.3415,5.3595,30.79,0.368,18.84411242,14.465,7.564640766,5.254042613,1.179405916
33.2,130.6,1,1,1,1,1,2,2,1,2,1,2,1,2,15,2108,43.9,20.8185,18.735,54.735,257.27,128.9466838,3.221,7.4775,63.3,3,67.745,5.9895,5.3565,31.22,0.3325,18.23697323,16.67,9.6005,8.476768,1.723427429
33.61666667,130.5333333,1,1,1,1,1,1,2,1,2,1,2,1,2,16.6,1632,115.2,22.8985,21.145,58.945,329.425,123.9574694,3.0545,4.885,58.935,1,72.38,5.944,5.3205,30.235,0.347,9.263913276,11.3,10.35238636,7.540325306,1.892499732
33.61666667,130.5333333,1,1,1,1,1,2,2,1,2,1,2,1,2,16.6,1632,115.2,20.5525,18.705,41.885,257.94,114.2395621,2.8805,1.37,62.625,1,75.79,5.4035,5.23,29.98,0.3705,18.37734475,16.53,9.817934019,8.177825306,2.116325815
33.61666667,130.5333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.9,1833,211,35,24.8,65.71,368.5,121.3698004,4.42,3.115,58.425,1,84.67,7.26,5.42,38.4,0.43,8.74,13.45,10.76,10.65,0.11
33.61666667,130.5333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.9,1833,226,33.6,22.9,67.555,517.3,110.9817032,4.53,9.3725,56.75,1,84.135,3.62,5.6,34.3,0.27,1.63,10.86,11.91,11.74,0.17
33.61666667,130.5333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.9,1833,236,33.9,23.1,56.57,413.8,120.0796137,3.71,2.79,59.285,1,81.64,6.87,5.45,32.1,0.4,2.48,9.845,9.94,9.79,0.15
33.61666667,130.5333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.9,1833,248,37.6,24.2,62.41,358.9,120.8137766,3.39,6.7925,65.655,1,88.045,5,5.53,25.2,0.33,1.24,11.875,9.91,9.69,0.22
33.61666667,130.5333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.9,1833,274,30.2,22.9,59.94,389.7,125.6249517,3.96,5.396,59.48,1,88.845,5.6,5.36,23.5,0.35,2.52,10.82,10.24,10.1,0.14
34.9,135.7666667,1,1,1,1,1,1,1,1,2,1,2,1,2,15.3,1459,270,7.29,16.775,52.9,230.22,124.4970573,2.6165,1.757,66.035,1,80.505,5.8045,5.413,32.405,0.3615,33.49605996,16.955,7.901508805,6.176433878,2.535862387
35.43333333,136.8,1,1,1,1,1,2,1,2,2,2,1,1,3,16.8,1759.1,10,20.738,15.245,34.65,83.5,69.2,2.873,5.75,40.5,1,54.9,5.4105,5.343,29.615,0.3445,66.2,41,9.987706747,7.851090286,2.222028202
35.43333333,136.8,2,1,1,1,1,1,1,2,2,2,1,1,3,16.8,1759.1,10,19.8545,15.045,30.915,28.5,24.3,3.1245,4.37,14,1,63.8,6.177,5.2305,32.65,0.359,53.4,27.1,9.976320383,8.141768,2.198804875
33.63333333,130.55,1,1,1,1,1,1,1,1,2,2,1,1,3,17.3,1640,220,29.25,20.77,98.9,338.84,120.438725,3.5825,2.8715,65.79,1,79.675,5.5215,5.41,30.335,0.3575,10.18867987,13.095,9.364434019,7.871180571,1.267304303
35.48333333,133.0833333,1,1,1,1,1,1,1,1,2,1,2,1,2,14.9,1825,30,13.3,12.6,6.6,12.1,10.6,0.42,1.8305,37.145,1,77.62,5.739,4.1,29.44,0.358,37.36380728,18.985,10.126,7.603090286,2.181630387
36.13333333,137.3666667,1,1,1,1,1,1,1,1,2,2,1,1,3,10.6,1734,560,23.53,16.42,32.63,154.865,124.7898583,3.6555,6.0275,156.3,2,118.55,5.3095,5.337,29.05,0.3495,42.30164882,45.2,7.9,3.1,4.8
36.13333333,137.4166667,1,1,1,1,1,1,1,1,2,1,2,2,2,10.6,1734,1420,22.444,16.92,31.86,212.44,117.6394334,3.02,5.8125,63.7,2,194.55,5.656,5.3355,29.465,0.35,30.05129336,14.8,3.16,1.23,0.25
36.13333333,137.4166667,1,1,1,1,1,1,1,1,2,1,2,1,2,10.6,1734,1420,16.5875,14.135,24.27,188.89,125.8110753,2.663,1.875,63.5,2,204.22,5.094,5.3385,30.66,0.3765,30.38128587,14.7,6.5,3.4,2
32.05,131.2,1,1,1,1,1,1,1,1,2,1,2,1,2,14.2,3070,520,22.514,19.2,42.315,279.035,119.5291661,3.641,2.0135,66.965,3,102.19,5.8185,5.194,30.65,0.3585,14.62696146,18.4,16.96,11.29536,5.66464
34.96666667,135.9333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.1,1530,130,24.9,20.6,52,251.15,121.3122859,2.921,6.3195,60.915,1,72.925,6.251,5.2095,31.16,0.3535,23.04359957,17.53,14.5,11.5,3
34.96666667,135.9333333,1,1,1,1,1,1,1,1,2,2,1,1,3,15.1,1530,130,27.8,19.7,32.2,223.91,122.3642176,3.3625,5.617,60.155,1,82.155,5.9785,5.336,32.755,0.352,30.37249251,15.31,9.8,8,1.8
34.96666667,135.9333333,1,1,1,1,1,1,1,1,2,1,2,1,2,15.1,1530,130,22,17.8,15.6,131.595,118.7926594,2.155,1.494,62.825,1,75.57,5.336,5.055,29.45,0.3575,32.88486938,19.09,9.8,8,1.8
34.96666667,135.9333333,1,1,1,1,1,1,1,1,2,1,2,1,2,15.1,1530,130,21,15.9,8.6,137.405,119.3436446,2.1825,1.195,74.09,1,76.755,5.958,4.7865,32.67,0.3675,31.9377955,18.935,9.5,8,1.5
42.73333333,141.5166667,1,1,1,1,1,1,1,1,2,2,1,1,3,7.5,1228,126,19.6,15,20.16,3.3,50.19530586,3.444,1.275,49.12,2,78.6,5.656,5.045,30.815,0.3715,47.26781585,27.03,8.713961149,6.78977747,2.399862387
42.73333333,141.5166667,1,1,1,1,1,1,1,1,2,2,1,2,3,7.5,1132,125,18,13.8,18.34,2.2,58.55069543,3.3245,2.491,40.745,2,61.1,5.956,4.9965,29.525,0.357,44.01134904,18.61,9.899913494,8.181701878,1.701340875
42.73333333,141.5166667,1,1,1,1,1,1,1,1,2,1,2,1,2,7.5,1132,125,16.4405,15.455,17.515,127.735,120.0562138,2.6075,8.495,65.955,2,80.785,5.9065,5.277,30.465,0.3405,31.41492505,14.26,8.041868039,6.693407511,0.853963429
42.73333333,141.5166667,1,1,1,1,1,1,1,1,2,2,1,2,3,7.5,1132,125,22.5645,16.105,19.075,156.875,119.6997102,3.3245,1.4835,65.675,2,91.08,5.4845,5.2005,30.52,0.366,29.12353854,13.355,9.372868039,6.684187184,1.700122286
42.73333333,141.5166667,1,1,1,1,1,1,1,1,2,1,2,1,2,7.5,1132,125,17.318,15.76,20.205,162.43,121.9879588,2.082,6.696,61.16,2,78.74,5.99,5.3525,32.235,0.344,30.13470985,17.355,9.748045455,7.728680571,1.712637916
42.98333333,141.3833333,1,1,1,1,1,1,1,2,2,1,2,2,2,7.2,1072,180,16.4365,14.78,18.775,190,125.2772376,2.043,5.825,72.12,2,79.365,5.946,4.919,29.935,0.3475,27.96306638,16.56,9.334886364,8.134665878,1.845767732
35.45,138.75,1,1,1,1,1,1,1,1,2,2,1,2,3,7.5,1813,1030,30,20,25.53,244.805,126.7181262,3.134,6.006,72.01,2,160.86,5.631,5.374,30.44,0.353,32.38698929,14.11,8.129188422,6.39500947,2.188593815
34.96666667,135.9833333,1,1,1,1,1,1,1,1,2,2,1,2,3,14,1645,255,19.245,13.9,43,224.25,121.6170895,3.294,5.897,62.495,1,79.19,5.5905,5.195,32.095,0.355,32.04901499,16.855,9.859934019,7.083922205,2.084565345
42.68333333,141.5666667,1,1,1,1,1,1,1,1,2,1,2,2,2,7.4,1450,79,18.018,13,19.58,141.565,118.4054411,2.781,8.4375,65.05,2,67.875,5.209,5.21,30.185,0.331,27.17770236,17.855,9.193159091,6.756353225,1.820775261
40,140.9333333,1,1,1,1,1,1,1,1,2,1,2,2,2,5.9,1167,825,18.939,14.105,27.32,140,118.8312943,1.6835,6.5325,71.475,2,168.09,6.1715,4.9855,29.435,0.35,32.63489079,15.28,10.0565,8.431400898,2.217057244
35.43333333,138.7666667,1,1,1,1,1,1,1,1,2,2,1,1,3,9.7,2025,1200,23.3,15.045,42.5,215.315,124.2156471,3.432,8.2125,71.325,2,154.87,5.6115,5.4115,31.2,0.339,29.44974946,14.925,7.3,3.157170451,1.598695429
39.1,140.85,1,1,1,1,1,1,1,1,2,1,2,1,2,8.8,2000,691,21.079,17.63,38.6,274.2,125.5204443,2.7365,6.742,68.525,2,176.98,5.326,4.9835,28.49,0.3525,8.790916488,11.775,9.45859311,7.04500947,1.441369345
39.1,140.85,1,1,1,1,1,1,1,1,2,1,2,1,2,8.8,2000,691,15.8615,14.24,26.6,191.5,128.578783,2.949,5.481,62.495,2,204.22,5.8305,5.256,32.815,0.3535,32.38922912,16.455,8.733368039,6.446864898,1.727398387
39.1,140.85,1,1,1,1,1,1,1,1,2,1,2,1,2,8.8,2000,691,20.6435,17.805,36.6,276.7,115.6316484,3.3865,5.105,64.215,2,158.72,5.2035,5.2805,34.665,0.348,11.031803,13.59,9.342302058,7.996879592,1.374963429
44,142,1,1,1,1,1,1,1,1,2,2,1,2,3,7,1297,489,21.2145,16.55,19.5,129.765,122.8589826,3.497,1.3085,63.6,2,69.72,5.601,4.913,30.935,0.369,30.83511777,14.4,9.866272727,7.820175511,1.829666387
44,142,1,1,1,1,1,1,1,1,2,2,1,2,3,7,1297,489,20.559,16.56,18.6,113.135,116.6773986,3.18,6.3085,60.4,2,72.27,5.391,5.351,28.355,0.3455,29.76445396,13.9,9.337,6.800289306,1.658130387
44,142,1,1,1,1,1,1,1,1,2,2,1,2,3,7,1297,489,20.5535,15.73,20.1,117.555,124.0180296,2.806,5.8525,64.2,2,80.41,5.661,5.495,29.47,0.345,31.90578158,14.9,9.461886364,8.011900898,2.045499732
44,142,1,1,1,1,1,1,1,1,2,2,1,2,3,7,1297,489,21.5495,15.58,19.7,116.26,127.6883451,3.117,2.2805,66.1,2,109.27,5.4335,5.407,30.31,0.358,28.26552463,13.2,9.881659091,8.060180571,1.301890857
44,142,1,1,1,1,1,1,1,1,2,1,2,2,2,7,1297,489,16.947,15.625,19.5,117.165,116.8705731,2.6075,8.7525,60.5,2,74.965,5.35,5.303,32.88,0.342,31.90578158,14.9,9.282254403,7.592611592,2.53023116
44,142,1,1,1,1,1,1,1,1,2,1,2,2,2,7,1297,489,17.3685,13.87,19.9,120.865,119.5750161,2.275,4.375,61.9,2,88.69,5.9985,5.317,29.21,0.356,31.2633833,14.6,8.635820383,6.356443511,1.959869345
44,142,1,1,1,1,1,1,1,1,2,1,2,2,2,7,1297,489,17.803,14.84,20.8,130.955,123.4385061,2.299,1.6025,63.9,2,60.34,5.195,5.4575,29.985,0.359,32.11991435,15,9.882574786,7.294756163,1.614898387
44,142,1,1,1,1,1,1,1,1,2,1,2,2,2,7,1297,489,19.208,14.925,18.3,125.82,107.598197,2.5865,7.6075,55.7,2,81.97,5.502,5.151,29.01,0.3435,28.47965739,13.3,9.398934019,7.305611592,1.254898387
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,18.258,14.525,17.1,132.45,110.3026401,2.969,0.985,57.1,2,98.435,5.702,5.0625,32.285,0.3735,39.1862955,18.3,9.401386364,7.750590286,2.042137916
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,19.8125,15.17,17.9,147.475,116.4842241,2.8655,6.81,60.3,2,91.01,5.3975,5.326,31.66,0.3475,29.12205567,13.6,8.829386364,6.533132898,1.166202958
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,17.648,15.805,19.4,141.695,123.6316806,2.6825,6.1075,64,2,82.07,5.711,5.037,29.775,0.344,37.04496788,17.3,9.438868039,6.519621062,1.755369345
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,17.622,15.81,17.5,127.58,115.3251771,1.909,2.618,59.7,2,69.86,5.8625,5.25,28.72,0.3585,28.69379015,13.4,10.355,8.176912571,1.363732
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,18.868,15.4,20.3,123.085,131.3586607,2.6655,1.905,68,2,78.45,5.995,5.371,29.31,0.372,17.77301927,8.3,8.131688422,6.246542613,1.635861815
44,142,1,1,1,1,1,1,1,1,2,2,2,2,2,7,1297,489,16.938,15.635,10.2,85.555,64.71345782,1.9895,4.465,33.5,2,85.72,5.9315,5.2745,29.56,0.3545,16.4882227,7.7,10.1587544,8.075858286,1.280398387
44,142.18,1,1,1,1,1,1,1,1,2,2,1,1,3,5.7,1253,240,22.2185,18.76,19.515,293.4,119.0042885,3.134,1.8675,67.255,2,81.5,5.0675,5.4165,30.235,0.3605,9.702520343,16.115,11.49772727,7.996445714,3.569268571
43,141.85,1,1,1,1,1,1,1,1,2,2,1,1,3,7,1152,90,21.7945,16.675,19.555,239.5,121.722566,3.165,1.8,65.12,2,11.6,5.7725,5.21,28.99,0.3675,28.35697216,19.26,3.68868039,2.840426127,3.014059164
43,141.39,1,1,1,1,1,1,1,1,2,2,1,1,3,6.9,1099,170,21.8895,15.195,20.365,9.7,50.03100773,3.153,6.246,39.27,2,72,5.8235,4.7705,30.51,0.3515,36.25058458,19.11,11.209,8.494433878,2.200296774
43,141.85,1,1,1,1,1,1,1,1,2,2,1,1,3,6.9,1153,90,20.5595,15.49,18.26,105.7,117.2472634,3.232,0.6,61.03,2,134.5,5.541,5.328,28.555,0.361,32.01199251,15.725,8.967820383,6.817165878,1.106
43,141.87,1,1,1,1,1,1,1,1,2,2,1,1,3,7,1154,70,25.91,16.94,21.335,279.4,122.0299066,3.372,3.7,59.93,2,87.2,5.773,5.4655,31.815,0.3495,11.6802152,12.99,8.452434019,7.269810613,1.095572303
43,141.86,1,1,1,1,1,1,1,1,2,2,1,1,3,7,1176,80,24.0445,16.07,20.065,163.7,119.978944,3.4855,5.8,61.74,2,67.765,5.508,5.188,28.315,0.382,35.31543897,14.74,9.808,8.284036,1.785796202
44,141.62,1,1,1,1,1,1,1,1,2,2,1,1,3,3,993,270,20.939,14.995,19.86,145.8,113.4493851,2.749,7.7,63.815,2,78.2,5.8605,5.3705,29.34,0.354,29.74953533,18.705,8.966320383,7.127864898,2.076695429
45,142.59,1,1,1,1,1,1,1,1,2,1,2,1,2,4.9,1350,330,14.936,15.22,17.61,70.7,55.43087894,2.6285,0.1,48.91,2,69,6.0675,5.072,29.79,0.3815,38.19269807,19.28,9.042434019,7.373734857,2.044658857
44,142.7,1,1,1,1,1,1,1,1,2,1,2,1,2,4.3,1161,300,16.0265,14.48,18.01,24.5,58.61195428,3.1275,6.662,47.42,2,101.4,5.6205,4.934,30.935,0.352,47.92256959,18.01,9.081688422,8.144187184,1.702666387
39,140.27,1,1,1,1,1,1,1,1,2,2,1,1,3,10,1921,60,24.2,16.39,30.415,165.3,117.6915647,3.6605,5.5475,62.18,2,49.1,6.149,5.2005,30.555,0.348,27.47922056,16.145,9.555754403,7.679723184,1.786890857
40,140.78,1,1,1,1,1,1,1,1,2,1,2,1,2,8.4,1502,270,18.3585,15.075,35.19,219.5,122.8702157,2.6455,2.57,74.3,2,84.79,5.6805,5.065,28.77,0.3775,35.32929336,18.895,8.656188422,6.559966857,1.471934958
39,140.9,1,1,1,1,1,1,1,1,2,2,1,1,3,10.6,1360,70,25.5945,16.685,32.73,350.8,117.3593303,3.718,7.1875,61.94,2,91,5.4685,5.1385,29.48,0.346,10.1252152,14.305,9.053368039,6.627180571,1.333035732
38,140.1,1,1,1,1,1,1,1,1,2,1,2,1,2,8.8,2255,390,17.178,16.025,27.84,45.2,62.89645203,3.135,5.58,54.275,3,38.8,5.744,4.5855,30.155,0.3545,38.63490792,17.915,9.379754403,7.933,1.843898387
39,139.97,1,1,1,1,1,1,1,1,2,2,1,1,3,11.2,2224,70,21.225,17.88,34.94,276.3,122.7396008,3.191,2.2435,66.725,3,63.9,5.2975,5.2775,30.655,0.3575,5.804,14.64,9.539206747,7.532590286,1.432427429
36,140.34,1,1,1,1,1,1,1,1,2,2,1,1,3,12.9,1243,30,25.675,15.47,35.74,181.7,128.2126207,3.607,1.502,66.86,1,100.2,5.926,5.422,32.405,0.367,31.99931049,16.17,8.909434019,7.134611592,1.629390857
37,136.91,1,1,1,1,1,1,1,1,2,2,1,1,3,12.3,2344,159,22.1595,16.595,41.935,429.4,130.3858339,3.271,1.3,67.57,3,74.2,5.38,5.2715,30.065,0.3655,16.35178908,16,8.469688422,6.827879592,1.598463429
35,134.49,1,1,1,1,1,1,1,1,2,2,1,1,3,11.9,1518,380,19.3485,15.82,33.175,144.1,124.0250805,3.246,0.5,68.815,1,51.4,5.1435,5.505,30.7,0.3595,30.50501927,16.705,9.710934019,7.636590286,1.695137916
36,136.27,1,1,1,1,1,1,1,1,2,2,1,1,3,13.6,2279,40,25.48,16,30.25,128.8,112.1810238,3.2925,0.5,63.425,3,60.2,5.5185,5.114,32.79,0.371,31.00642398,17.215,10.10788636,7.908223184,1.579129815
36,136.13,1,1,1,1,1,1,1,1,2,2,1,1,3,12.6,2326,280,21.499,14.3,26.31,85.2,77.22575338,3.1865,1.2,47.695,3,90.7,5.852,5.067,29.92,0.3575,33.15269807,17.785,8.733820383,6.646042613,2.081898387
34,133.55,1,1,1,1,1,1,1,1,2,2,1,1,3,12.9,3009,410,20.979,16.89,42.525,170.8,125.8778171,3.7835,8,72.35,3,57.4,5.317,5.403,30.99,0.3425,31.07721734,15.315,9.293320383,7.736132898,1.900130387
34,133.56,1,1,1,1,1,1,1,1,2,2,1,1,3,12.9,2991,420,28.705,22.63,54.545,348.4,108.3185029,3.81,11.5,65.855,3,87.56,5.6155,5.449,30.535,0.34,10.00950428,11.09,8.950434019,6.592343592,1.111702958
33,130.81,1,1,1,1,1,1,1,1,2,2,1,1,3,12.3,2781,510,24.3795,17.14,43.275,218.7,123.6642305,3.9,1.432,64.93,3,84.6,5.7635,5.279,30.18,0.3615,31.85224839,14.865,8.762961149,7.107111592,1.554195429
33,130.74,1,1,1,1,1,1,1,1,2,1,2,1,2,15.7,1967,80,24.609,22.045,64.355,319.74,125.5388925,3.74,7.0795,72.015,1,53.3,6.034,5.1885,29.955,0.352,4.550276231,13.045,8.245622442,6.1895,1.231166958
33,131.28,1,1,1,1,1,1,1,1,2,2,1,1,3,11.7,2390,670,19.949,17.145,43.205,227.6,120.1086896,3.587,5.283,66.745,3,278,5.6505,5.1365,28.91,0.3505,33.05304069,13.945,9.413820383,6.812078613,2.288057815
32,131.07,1,1,1,1,1,1,1,1,2,2,1,1,3,15.6,2623,170,23.6095,16.495,48.965,151,112.3771668,3.6945,1.5,65.66,3,99.4,5.193,5.1885,31.685,0.368,31.29550321,16.42,9.106368039,7.675310613,1.399898387
33,130.26,1,1,1,1,1,1,1,1,2,2,1,1,3,15.5,1993,10,25.9545,18.375,47.75,77,74.11006117,3.7745,0.7,54.24,1,68.145,6.004,5.4395,28.025,0.358,42.17646681,17.73,9.561320383,7.941578613,1.704833345
